time_seconds,value
0.000000,-0.6462248246
0.002000,-0.9479059399
0.004000,-0.7114420280
0.006000,-0.9845996709
0.008000,-1.1553269122
0.010000,-0.3397539885
0.012000,0.4447532507
0.014000,0.3521088630
0.016000,0.5389123797
0.018000,0.1280979444
0.020000,-0.3120588820
0.022000,-0.4199921014
0.024000,-0.1626897431
0.026000,0.0872922426
0.028000,-0.3650616667
0.030000,-0.5590917634
0.032000,-0.6601179745
0.034000,-0.1344135077
0.036000,-0.2983002573
0.038000,-0.2242283664
0.040000,-0.0032841959
0.042000,-0.1716845561
0.044000,0.0562198015
0.046000,0.3418789743
0.048000,-0.4032139138
0.050000,-0.6531613441
0.052000,-0.0335632509
0.054000,0.0517437533
0.056000,0.5184295081
0.058000,0.4065101602
0.060000,0.0063919642
0.062000,-0.0475510029
0.064000,-0.2010636331
0.066000,0.2400731002
0.068000,0.0508808300
0.070000,0.1544770766
0.072000,0.0878351464
0.074000,-0.0536243470
0.076000,-0.0092800158
0.078000,-0.0937103322
0.080000,-0.3043728520
0.082000,0.1237085895
0.084000,-0.2402880560
0.086000,-0.5610349066
0.088000,-0.1912699639
0.090000,0.1257644456
0.092000,0.0708196362
0.094000,0.0651288241
0.096000,-0.2988834325
0.098000,0.1404991917
0.100000,0.6438450841
0.102000,0.5386355725
0.104000,0.3760761204
0.106000,0.5234260075
0.108000,1.1700969444
0.110000,0.9571295402
0.112000,0.0893573394
0.114000,0.4841032180
0.116000,0.2581351049
0.118000,0.4324734250
0.120000,-0.1882222831
0.122000,-0.6378956502
0.124000,-0.5277933705
0.126000,-0.6808171958
0.128000,0.6548893418
0.130000,0.7162743887
0.132000,0.6284256516
0.134000,0.1237280436
0.136000,-0.2656345340
0.138000,0.0529440831
0.140000,0.2981843923
0.142000,-0.3579460806
0.144000,0.0094968409
0.146000,-0.0845111508
0.148000,0.0116514287
0.150000,-0.3596737025
0.152000,-0.7477521395
0.154000,-0.1636772113
0.156000,-0.1315043285
0.158000,-0.1898777040
0.160000,0.1470311258
0.162000,0.4112605107
0.164000,0.3340207780
0.166000,-0.1967500682
0.168000,-0.3543084055
0.170000,-0.2635770240
0.172000,0.3560412368
0.174000,0.8380468229
0.176000,0.7349415430
0.178000,0.3146218739
0.180000,0.0916467964
0.182000,0.1428501964
0.184000,-0.0304173473
0.186000,0.8920006687
0.188000,-0.1686196839
0.190000,-0.0197613121
0.192000,0.2082452349
0.194000,-0.0798300213
0.196000,-0.2863127032
0.198000,-0.2646970532
0.200000,-0.4341443216
0.202000,-0.1161806915
0.204000,0.3777544129
0.206000,0.8795623109
0.208000,0.3750664242
0.210000,-0.3919290928
0.212000,-0.4726265775
0.214000,-0.4312911322
0.216000,-0.2501535316
0.218000,0.5232471943
0.220000,0.0277776475
0.222000,-0.4123913813
0.224000,-0.5366805094
0.226000,-0.5412399005
0.228000,-0.2653852318
0.230000,0.0182604393
0.232000,0.1105926709
0.234000,0.4521020233
0.236000,0.1900410391
0.238000,-0.2900112430
0.240000,0.0140651581
0.242000,-0.1083567716
0.244000,0.2601375686
0.246000,-0.0216548534
0.248000,0.3255115822
0.250000,0.9778665128
0.252000,0.9644140478
0.254000,0.3249064018
0.256000,0.3323275027
0.258000,0.1199855270
0.260000,-0.5750001433
0.262000,-1.1602944841
0.264000,-1.2565885844
0.266000,-0.5115508481
0.268000,-0.5198079073
