time_seconds,value
0.000000,0.3099040568
0.002000,-0.1304886355
0.004000,0.1105118390
0.006000,0.3615545280
0.008000,0.3508665170
0.010000,0.4809880951
0.012000,0.7263992238
0.014000,0.5694405981
0.016000,-0.3984508028
0.018000,-0.3113773305
0.020000,-0.4384370205
0.022000,-0.7608781133
0.024000,-0.7537129748
0.026000,-0.6970846059
0.028000,-0.8768036064
0.030000,-0.5917698024
0.032000,-0.7169081288
0.034000,-0.7918353418
0.036000,-1.2044354263
0.038000,-1.2862349624
0.040000,-1.2255768761
0.042000,-1.2976923533
0.044000,-0.7022038844
0.046000,-0.0422946202
0.048000,-0.2540527688
0.050000,-0.1817515183
0.052000,-0.8269323414
0.054000,-0.2602226211
0.056000,-0.2165671316
0.058000,-0.0432771857
0.060000,0.3388632024
0.062000,0.3234871449
0.064000,0.2566208537
0.066000,0.3477680289
0.068000,0.3412408489
0.070000,0.4627306258
0.072000,0.1890782468
0.074000,-0.1652321634
0.076000,-0.2622996373
0.078000,-0.2737149454
0.080000,-0.0061510178
0.082000,0.7864954322
0.084000,0.7104194586
0.086000,0.8495327512
0.088000,1.5676682521
0.090000,1.4185438480
0.092000,1.0296502622
0.094000,1.1038193423
0.096000,0.6455981897
0.098000,0.4217294826
0.100000,0.2865004722
0.102000,0.4837262257
0.104000,-0.2642994282
0.106000,0.3601660423
0.108000,0.3509053638
0.110000,0.0338489240
0.112000,-0.3660459051
0.114000,-0.2747473627
0.116000,-0.2511729285
0.118000,-0.5456357818
0.120000,-0.1479667092
0.122000,0.2466357082
0.124000,-0.5878467389
0.126000,-0.2475308798
0.128000,0.0337797268
0.130000,0.8317525295
0.132000,0.6767793654
0.134000,0.3334442387
0.136000,0.4375319500
0.138000,0.7997317967
0.140000,0.8854625831
0.142000,1.4913618275
0.144000,1.1987849847
0.146000,1.0863651949
0.148000,0.7567833325
0.150000,0.9612551296
0.152000,1.1499141514
0.154000,1.3787905843
0.156000,1.1967312065
0.158000,0.9214332682
0.160000,0.6919165875
0.162000,0.2338939031
0.164000,-0.3323612185
0.166000,-0.3654115344
0.168000,0.4636118945
0.170000,0.3085545825
0.172000,0.2555207651
0.174000,0.0933733430
0.176000,-0.5626752263
0.178000,-0.4331575599
0.180000,-0.3471238710
0.182000,-0.7915280330
0.184000,0.0874070983
0.186000,0.7381255033
0.188000,0.7032302424
0.190000,0.2287890857
0.192000,0.0436547746
0.194000,-0.2805244357
0.196000,-0.3871502430
0.198000,-0.0756582826
0.200000,-0.6449908544
0.202000,-0.3993834391
0.204000,-0.6108553550
0.206000,-0.0956613349
0.208000,-0.7645131636
0.210000,-0.5777077931
0.212000,-0.6882151900
0.214000,-0.7682734857
0.216000,-0.6114661266
0.218000,-0.6896499458
0.220000,-0.1493416924
0.222000,0.0727273199
0.224000,0.3564408735
0.226000,-0.3748183302
0.228000,-0.4442785361
0.230000,-0.4602302143
0.232000,-0.5967599173
0.234000,-0.3145493233
0.236000,-0.4481620749
0.238000,-0.2083248747
0.240000,-0.4254699196
0.242000,-1.0612413255
0.244000,-0.0245909639
0.246000,-0.2493976304
0.248000,-0.1586118276
0.250000,-0.4340569015
0.252000,-0.8633215924
0.254000,-0.3489806700
0.256000,0.2559190165
0.258000,0.1503557072
0.260000,0.4157672511
0.262000,0.3750470212
0.264000,-0.0148682646
0.266000,0.2010438279
0.268000,-0.2761935742
0.270000,0.0436339949
0.272000,-0.3136258564
0.274000,-0.5914186763
0.276000,-0.4305627741
0.278000,-0.3929781271
0.280000,-0.9740090416
0.282000,-1.4638559519
0.284000,-1.3838266725
0.286000,-0.7390704972
0.288000,-0.3631874779
0.290000,-0.2739989172
0.292000,-0.0616423223
0.294000,0.2766787590
0.296000,0.2452908590
0.298000,-0.4026115084
0.300000,-0.3437765505
0.302000,-0.9494352035
0.304000,-0.5316008717
0.306000,-0.5247558448
0.308000,-0.2539780594
0.310000,0.1773562116
0.312000,0.3578546919
0.314000,0.6634992500
0.316000,0.8713249684
0.318000,0.8849431799
0.320000,0.4175703222
0.322000,-0.2967340632
0.324000,-0.5230007144
0.326000,-0.5300930900
