time_seconds,value
0.0,-184.45693278808596
0.004,-170.68416667480471
0.008,-174.2582328369141
0.012,-163.6005179931641
0.016,-170.8035209228516
0.02,-159.94594645996096
0.024,-160.55312419433596
0.028,-155.64461589355471
0.032,-156.59395671386721
0.036,-148.78929973144534
0.04,-155.3805472900391
0.044,-164.25783610839846
0.048,-169.08336711425784
0.052,-163.72121501464846
0.056,-162.95552897949221
0.06,-168.35854411621096
0.064,-171.22927165527346
0.068,-173.13341594238284
0.072,-172.35756755371096
0.076,-162.0109183837891
0.08,-163.37740397949221
0.084,-167.8972709228516
0.088,-176.53182292480471
0.092,-171.3236625244141
0.096,-168.5455863525391
0.1,-168.47823405761721
0.104,-161.97628093261721
0.108,-168.64138103027346
0.112,-164.7257621337891
0.116,-159.66320109863284
0.12,-147.7330863525391
0.124,-147.58901286621096
0.128,-143.23192668457034
0.132,-140.88558269042971
0.136,-144.5831840087891
0.14,-143.62703776855471
0.144,-142.31917644042971
0.148,-158.79470134277346
0.152,-147.7473685791016
0.156,-159.00740886230471
0.16,-142.03209758300784
0.164,-146.84761882324221
0.168,-163.85765910644534
0.172,-168.24935222167971
0.176,-158.36147380371096
0.18,-154.54110026855471
0.184,-159.71779704589846
0.188,-155.01070476074221
0.192,-145.3733451416016
0.196,-145.34035563964846
0.2,-147.93615031738284
0.204,-153.3116996337891
0.208,-142.36373210449221
0.212,-142.28432536621096
0.216,-157.43297648925784
0.22,-149.77742839355471
0.224,-154.11544108886721
0.228,-147.14498210449221
0.232,-139.21291423339846
0.236,-132.7855765869141
0.24,-139.0855033447266
0.244,-128.2513968994141
0.248,-137.42882609863284
0.252,-124.94689250488284
0.256,-132.69481730957034
0.26,-133.95400310058596
0.264,-148.36672282714846
0.268,-142.0988090087891
0.272,-127.54033732910159
0.276,-131.05944133300784
0.28,-139.98763347167971
0.284,-136.14806437988284
0.288,-130.76671672363284
0.292,-121.99926066894534
0.296,-125.20375895996096
0.3,-136.1390922119141
0.304,-130.86055827636721
0.308,-136.96511149902346
0.312,-130.90285563964846
0.316,-131.4679496337891
0.32,-126.92977214355471
0.324,-128.48629069824221
0.328,-126.27617717285159
0.332,-133.76686931152346
0.336,-107.65987468261721
0.34,-134.58947062988284
0.344,-120.94103312988284
0.348,-126.24272990722659
0.352,-123.64620280761721
0.356,-124.02819133300784
0.36,-117.90847087402346
0.364,-132.16793132324221
0.368,-133.6791312744141
0.372,-129.78353190917971
0.376,-124.41188884277346
0.38,-125.50414348144534
0.384,-129.6682670166016
0.388,-125.39107585449221
0.392,-123.74569011230471
0.396,-125.74272990722659
0.4,-119.65108562011721
0.404,-130.86092448730471
